tsid,time,0,lof,isof,ee
0,7968,-0.89810684,0.0,0.0,0.0
0,7969,-1.2587366,0.0,0.0,0.0
0,7970,-1.4806626,0.0,0.0,0.0
0,7971,-1.5916256,0.0,0.0,0.0
0,7972,-1.6748478,0.0,0.0,0.0
0,7973,-1.5084033,0.0,0.0,0.0
0,7974,-1.0090698,0.0,0.0,0.0
0,7975,-0.4542548,0.0,0.0,0.0
0,7976,0.51667149,0.0,0.0,0.0
0,7977,1.0992273,0.0,0.0,0.0
0,7978,1.1824495,0.0,0.0,0.0
0,7979,1.237931,0.0,0.0,0.0
0,7980,0.93278275,0.0,0.0,0.0
0,7981,0.76633825,0.0,0.0,0.0
0,7982,0.7385975,0.0,0.0,0.0
0,7983,0.905042,0.0,0.0,0.0
0,7984,0.98826426,0.0,0.0,0.0
0,7985,0.65537524,0.0,0.0,0.0
0,7986,0.29474548,0.0,0.0,0.0
0,7987,0.12830097,0.0,0.0,0.0
0,7988,0.37796773,0.0,0.0,0.0
0,7989,0.54441224,0.0,0.0,0.0
0,7990,0.12830097,0.0,0.0,0.0
0,7991,-0.62069931,0.0,0.0,0.0
0,7992,-0.72938187,0.0,0.0,0.0
0,7993,-1.1678542,0.0,0.0,0.0
0,7994,-1.4039547,0.0,0.0,0.0
0,7995,-1.5388693,0.0,0.0,0.0
0,7996,-1.6063266,0.0,0.0,0.0
0,7997,-1.4376833,0.0,0.0,0.0
0,7998,-1.1003969,0.0,0.0,0.0
0,7999,0.28247737,0.0,0.0,0.0
0,8000,0.75467835,0.0,0.0,0.0
0,8001,1.1931507,0.0,0.0,0.0
0,8002,1.3280653,0.0,0.0,0.0
0,8003,0.92332156,0.0,0.0,0.0
0,8004,0.65349243,0.0,0.0,0.0
0,8005,0.012648239,0.0,0.0,0.0
0,8006,-0.22345225,0.0,0.0,0.0
0,8007,-0.25718089,0.0,0.0,0.0
0,8008,-0.12226633,0.0,0.0,0.0
0,8009,0.3836633,0.0,0.0,0.0
0,8010,1.4629798,0.0,0.0,0.0
0,8011,1.5304371,0.0,0.0,0.0
0,8012,0.82213564,0.0,0.0,0.0
0,8013,0.45112058,0.0,0.0,0.0
0,8014,0.14756281,0.0,0.0,0.0
0,8015,-0.35836682,0.0,0.0,0.0
0,8016,-0.98344467,0.0,0.0,0.0
0,8017,-1.3189141,0.0,0.0,0.0
0,8018,-1.5585351,0.0,0.0,0.0
0,8019,-1.6304214,0.0,0.0,0.0
0,8020,-1.6064593,0.0,0.0,0.0
0,8021,-1.3668383,0.0,0.0,0.0
0,8022,-1.055331,0.0,0.0,0.0
0,8023,-0.48024049,0.0,0.0,0.0
0,8024,0.52616786,0.0,0.0,0.0
0,8025,0.64597837,0.0,0.0,0.0
0,8026,0.95748573,0.0,0.0,0.0
0,8027,1.0533341,0.0,0.0,0.0
0,8028,0.8137131,0.0,0.0,0.0
0,8029,0.57409207,0.0,0.0,0.0
0,8030,0.45428155,0.0,0.0,0.0
0,8031,0.47824365,0.0,0.0,0.0
0,8032,0.52616786,0.0,0.0,0.0
0,8033,1.1012583,0.0,0.0,0.0
0,8034,1.2450309,0.0,0.0,0.0
0,8035,1.1971067,0.0,0.0,0.0
