tsid,time,0,lof,isof,ee
0,3984,-0.82687512,0.0,0.0,0.0
0,3985,-1.3632265,0.0,0.0,0.0
0,3986,-1.5992211,0.0,0.0,0.0
0,3987,-1.556313,0.0,0.0,0.0
0,3988,-1.4061346,0.0,0.0,0.0
0,3989,-1.4919509,0.0,0.0,0.0
0,3990,-1.2130481,0.0,0.0,0.0
0,3991,-0.18325341,0.0,0.0,0.0
0,3992,0.58909263,0.0,0.0,0.0
0,3993,1.2970765,0.0,0.0,0.0
0,3994,1.1254441,0.0,0.0,0.0
0,3995,1.10399,0.0,0.0,0.0
0,3996,0.82508725,0.0,0.0,0.0
0,3997,0.56763857,0.0,0.0,0.0
0,3998,0.31018989,0.0,0.0,0.0
0,3999,0.28873584,0.0,0.0,0.0
0,4000,0.37455206,0.0,0.0,0.0
0,4001,0.35309801,0.0,0.0,0.0
0,4002,1.1254441,0.0,0.0,0.0
0,4003,1.2112603,0.0,0.0,0.0
0,4004,0.86799537,0.0,0.0,0.0
0,4005,0.24582772,0.0,0.0,0.0
0,4006,-0.16179935,0.0,0.0,0.0
0,4007,-0.48361021,0.0,0.0,0.0
0,4008,-0.86429084,0.0,0.0,0.0
0,4009,-1.3307011,0.0,0.0,0.0
0,4010,-1.6743718,0.0,0.0,0.0
0,4011,-1.5516322,0.0,0.0,0.0
0,4012,-1.6989197,0.0,0.0,0.0
0,4013,-1.4779885,0.0,0.0,0.0
0,4014,-1.3307011,0.0,0.0,0.0
0,4015,-0.029662044,0.0,0.0,0.0
0,4016,0.70677513,0.0,0.0,0.0
0,4017,1.1486374,0.0,0.0,0.0
0,4018,1.0749937,0.0,0.0,0.0
0,4019,0.95225419,0.0,0.0,0.0
0,4020,0.5840356,0.0,0.0,0.0
0,4021,0.38765235,0.0,0.0,0.0
0,4022,0.33855654,0.0,0.0,0.0
0,4023,0.55948769,0.0,0.0,0.0
0,4024,0.5840356,0.0,0.0,0.0
0,4025,0.33855654,0.0,0.0,0.0
0,4026,0.55948769,0.0,0.0,0.0
0,4027,1.2959249,0.0,0.0,0.0
0,4028,0.92770628,0.0,0.0,0.0
0,4029,0.55948769,0.0,0.0,0.0
0,4030,0.019433768,0.0,0.0,0.0
0,4031,-0.078757856,0.0,0.0,0.0
0,4032,-0.88710392,0.0,0.0,0.0
0,4033,-1.2159146,0.0,0.0,0.0
0,4034,-1.6543289,0.0,0.0,0.0
0,4035,-1.5721263,0.0,0.0,0.0
0,4036,-1.7091307,0.0,0.0,0.0
0,4037,-1.4625227,0.0,0.0,0.0
0,4038,-1.1063111,0.0,0.0,0.0
0,4039,-0.33908606,0.0,0.0,0.0
0,4040,0.81175147,0.0,0.0,0.0
0,4041,1.3323684,0.0,0.0,0.0
0,4042,1.3597693,0.0,0.0,0.0
0,4043,1.1679631,0.0,0.0,0.0
0,4044,1.0309586,0.0,0.0,0.0
0,4045,0.53774253,0.0,0.0,0.0
0,4046,0.37333717,0.0,0.0,0.0
0,4047,0.674747,0.0,0.0,0.0
0,4048,0.64734611,0.0,0.0,0.0
0,4049,0.40073807,0.0,0.0,0.0
0,4050,0.23633271,0.0,0.0,0.0
0,4051,0.20893181,0.0,0.0,0.0
0,4052,0.31853539,0.0,0.0,0.0
0,4053,0.78435057,0.0,0.0,0.0
0,4054,0.29113449,0.0,0.0,0.0
0,4055,-0.22948248,0.0,0.0,0.0
0,4056,-0.66198057,0.0,0.0,0.0
0,4057,-1.0717781,0.0,0.0,0.0
0,4058,-1.1033009,0.0,0.0,0.0
0,4059,-1.4815755,0.0,0.0,0.0
0,4060,-1.4185298,0.0,0.0,0.0
0,4061,-1.4815755,0.0,0.0,0.0
0,4062,-1.355484,0.0,0.0,0.0
0,4063,-0.91416365,0.0,0.0,0.0
0,4064,0.31522883,0.0,0.0,0.0
0,4065,1.1978696,0.0,0.0,0.0
0,4066,1.355484,0.0,0.0,0.0
0,4067,1.2609154,0.0,0.0,0.0
0,4068,1.1978696,0.0,0.0,0.0
0,4069,0.88264075,0.0,0.0,0.0
0,4070,1.0087323,0.0,0.0,0.0
0,4071,0.9772094,0.0,0.0,0.0
0,4072,0.94568652,0.0,0.0,0.0
0,4073,0.69350345,0.0,0.0,0.0
0,4074,0.53588903,0.0,0.0,0.0
0,4075,0.15761441,0.0,0.0,0.0
0,4076,-0.28370597,0.0,0.0,0.0
0,4077,-0.34675173,0.0,0.0,0.0
0,4078,-0.2206602,0.0,0.0,0.0
0,4079,-0.18913731,0.0,0.0,0.0
0,4080,1.0961392,0.0,1.0,0.0
0,4081,0.50422405,0.0,1.0,0.0
0,4082,-1.0742165,0.0,1.0,0.0
0,4083,-1.0742165,0.0,1.0,0.0
0,4084,-1.4030582,0.0,1.0,0.0
0,4085,-1.2715215,0.0,1.0,0.0
0,4086,-1.9292051,0.0,1.0,0.0
0,4087,-1.2715215,0.0,1.0,0.0
0,4088,0.30691899,0.0,1.0,0.0
0,4089,1.2934443,0.0,1.0,0.0
0,4090,1.6222861,0.0,1.0,0.0
0,4091,1.3592127,0.0,1.0,0.0
0,4092,1.3592127,0.0,1.0,0.0
0,4093,0.70152909,0.0,1.0,0.0
0,4094,0.04384557,0.0,1.0,0.0
0,4095,-0.087691137,0.0,1.0,0.0
0,4096,-0.087691137,0.0,1.0,0.0
0,4097,-0.41653291,0.0,1.0,0.0
0,4098,-0.35076456,0.0,1.0,0.0
0,4099,-0.35076456,0.0,1.0,0.0
0,4100,-0.2849962,0.0,1.0,0.0
0,4101,-0.15345949,0.0,1.0,0.0
0,4102,0.96460251,0.0,1.0,0.0
0,4103,0.50422405,0.0,1.0,0.0
0,4104,-0.93614976,0.0,0.0,0.0
0,4105,-1.2613386,0.0,0.0,0.0
0,4106,-1.4387144,0.0,0.0,0.0
0,4107,-1.4091517,0.0,0.0,0.0
0,4108,-1.5274022,0.0,0.0,0.0
0,4109,-1.3500265,0.0,0.0,0.0
0,4110,-1.2613386,0.0,0.0,0.0
0,4111,-0.4927104,0.0,0.0,0.0
0,4112,0.63066931,0.0,0.0,0.0
0,4113,1.1036713,0.0,0.0,0.0
0,4114,1.281047,0.0,0.0,0.0
0,4115,1.0741087,0.0,0.0,0.0
0,4116,0.92629555,0.0,0.0,0.0
0,4117,0.42373094,0.0,0.0,0.0
0,4118,0.068979453,0.0,0.0,0.0
0,4119,0.098542076,0.0,0.0,0.0
0,4120,0.21679257,0.0,0.0,0.0
0,4121,1.0149834,0.0,0.0,0.0
0,4122,1.1036713,0.0,0.0,0.0
0,4123,1.2514844,0.0,0.0,0.0
0,4124,0.83760768,0.0,0.0,0.0
0,4125,0.33504307,0.0,0.0,0.0
0,4126,-0.10839629,0.0,0.0,0.0
0,4127,-0.58139827,0.0,0.0,0.0
0,4128,-0.85472817,0.0,0.0,0.0
0,4129,-1.3070357,0.0,0.0,0.0
0,4130,-1.49328,0.0,0.0,0.0
0,4131,-1.7061306,0.0,0.0,0.0
0,4132,-1.7061306,0.0,0.0,0.0
0,4133,-1.253823,0.0,0.0,0.0
0,4134,-1.0675788,0.0,0.0,0.0
0,4135,-0.4556333,0.0,0.0,0.0
0,4136,0.74165131,0.0,0.0,0.0
0,4137,1.1939588,0.0,0.0,0.0
0,4138,1.2205651,0.0,0.0,0.0
0,4139,0.9545019,0.0,0.0,0.0
0,4140,0.92789558,0.0,0.0,0.0
0,4141,0.52880071,0.0,0.0,0.0
0,4142,0.50219439,0.0,0.0,0.0
0,4143,0.50219439,0.0,0.0,0.0
0,4144,0.47558806,0.0,0.0,0.0
0,4145,0.34255644,0.0,0.0,0.0
0,4146,0.28934379,0.0,0.0,0.0
