tsid,time,0,lof,isof,ee
0,11952,-0.72974132,0.0,0.0,0.0
0,11953,-1.1081257,0.0,0.0,0.0
0,11954,-1.3243454,0.0,0.0,0.0
0,11955,-1.3513728,0.0,0.0,0.0
0,11956,-1.5135375,0.0,0.0,0.0
0,11957,-1.3513728,0.0,0.0,0.0
0,11958,-1.5946199,0.0,0.0,0.0
0,11959,-0.78379623,0.0,0.0,0.0
0,11960,0.24324711,0.0,0.0,0.0
0,11961,1.1081257,0.0,0.0,0.0
0,11962,1.1081257,0.0,0.0,0.0
0,11963,1.2702904,0.0,0.0,0.0
0,11964,1.1892081,0.0,0.0,0.0
0,11965,0.75676877,0.0,0.0,0.0
0,11966,0.83785115,0.0,0.0,0.0
0,11967,0.86487861,0.0,0.0,0.0
0,11968,1.2162355,0.0,0.0,0.0
0,11969,0.94596098,0.0,0.0,0.0
0,11970,0.51352167,0.0,0.0,0.0
0,11971,0.24324711,0.0,0.0,0.0
0,11972,-0.21621965,0.0,0.0,0.0
0,11973,-0.16216474,0.0,0.0,0.0
0,11974,0.054054912,0.0,0.0,0.0
0,11975,-0.21621965,0.0,0.0,0.0
0,11976,-0.89736894,0.0,0.0,0.0
0,11977,-1.3381817,0.0,0.0,0.0
0,11978,-1.4851193,0.0,0.0,0.0
0,11979,-1.7580034,0.0,0.0,0.0
0,11980,-1.6110658,0.0,0.0,0.0
0,11981,-1.4851193,0.0,0.0,0.0
0,11982,-1.149262,0.0,0.0,0.0
0,11983,-0.14168985,0.0,0.0,0.0
0,11984,0.61398926,0.0,0.0,0.0
0,11985,1.0967842,0.0,0.0,0.0
0,11986,1.0548021,0.0,0.0,0.0
0,11987,0.94984666,0.0,0.0,0.0
0,11988,0.86588231,0.0,0.0,0.0
0,11989,0.36209623,0.0,0.0,0.0
0,11990,0.42506949,0.0,0.0,0.0
0,11991,0.48804275,0.0,0.0,0.0
0,11992,0.48804275,0.0,0.0,0.0
0,11993,0.48804275,0.0,0.0,0.0
0,11994,1.1177753,0.0,0.0,0.0
0,11995,1.1597575,0.0,0.0,0.0
0,11996,0.80290904,0.0,0.0,0.0
0,11997,0.42506949,0.0,0.0,0.0
0,11998,-0.057725495,0.0,0.0,0.0
0,11999,-0.41457397,0.0,0.0,0.0
0,12000,-0.98620087,1.0,0.0,0.0
0,12001,-1.3011391,1.0,0.0,0.0
0,12002,-1.5433993,1.0,0.0,0.0
0,12003,-1.6160774,1.0,0.0,0.0
0,12004,-1.6645294,1.0,0.0,0.0
0,12005,-1.3980432,1.0,0.0,0.0
0,12006,-1.0831049,1.0,0.0,0.0
0,12007,-0.017160105,1.0,0.0,0.0
0,12008,0.78229854,1.0,0.0,0.0
0,12009,1.2910449,1.0,0.0,0.0
0,12010,1.339497,1.0,0.0,0.0
0,12011,1.2183669,1.0,0.0,0.0
0,12012,0.87920262,1.0,0.0,0.0
0,12013,0.44313427,1.0,0.0,0.0
0,12014,0.37045621,1.0,0.0,0.0
0,12015,0.49158631,1.0,0.0,0.0
0,12016,0.39468223,1.0,0.0,0.0
0,12017,0.10397,1.0,0.0,0.0
