tsid,time,0,lof,isof,ee
0,21912,-0.63647601,0.0,0.0,0.0
0,21913,-1.0320548,0.0,0.0,0.0
0,21914,-1.3363461,0.0,0.0,0.0
0,21915,-1.4276335,0.0,0.0,0.0
0,21916,-1.4884918,0.0,0.0,0.0
0,21917,-1.6406374,0.0,0.0,0.0
0,21918,-1.5797792,0.0,0.0,0.0
0,21919,-0.81905081,0.0,0.0,0.0
0,21920,0.70240582,0.0,0.0,0.0
0,21921,1.2197011,0.0,0.0,0.0
0,21922,1.432705,0.0,0.0,0.0
0,21923,1.3414176,0.0,0.0,0.0
0,21924,0.97626802,0.0,0.0,0.0
0,21925,0.70240582,0.0,0.0,0.0
0,21926,0.76326409,0.0,0.0,0.0
0,21927,0.70240582,0.0,0.0,0.0
0,21928,0.85455149,0.0,0.0,0.0
0,21929,0.55026016,0.0,0.0,0.0
0,21930,0.24596883,0.0,0.0,0.0
0,21931,0.30682709,0.0,0.0,0.0
0,21932,0.032964902,0.0,0.0,0.0
0,21933,0.093823167,0.0,0.0,0.0
0,21934,0.21553969,0.0,0.0,0.0
0,21935,-0.18003903,0.0,0.0,0.0
0,21936,0.18375622,0.0,1.0,0.0
0,21937,-0.28320076,0.0,1.0,0.0
0,21938,-1.2171147,0.0,1.0,0.0
0,21939,-1.4246511,0.0,1.0,0.0
0,21940,-1.0614624,0.0,1.0,0.0
0,21941,-1.6840717,0.0,1.0,0.0
0,21942,-1.2689988,0.0,1.0,0.0
0,21943,-1.1652306,0.0,1.0,0.0
0,21944,0.85824964,0.0,1.0,0.0
0,21945,1.8959318,0.0,1.0,0.0
0,21946,1.9478159,0.0,1.0,0.0
0,21947,1.532743,0.0,1.0,0.0
0,21948,1.0139019,0.0,1.0,0.0
0,21949,0.33940854,0.0,1.0,0.0
0,21950,-0.23131665,0.0,1.0,0.0
0,21951,-0.17943254,0.0,1.0,0.0
0,21952,-0.23131665,0.0,1.0,0.0
0,21953,-0.23131665,0.0,1.0,0.0
0,21954,-0.12754843,0.0,1.0,0.0
0,21955,0.079988004,0.0,1.0,0.0
0,21956,-0.023780213,0.0,1.0,0.0
0,21957,0.44317676,0.0,1.0,0.0
0,21958,0.59882908,0.0,1.0,0.0
0,21959,0.23564033,0.0,1.0,0.0
0,21960,-1.1496812,0.0,0.0,0.0
0,21961,-1.4485827,0.0,0.0,0.0
0,21962,-1.5606708,0.0,0.0,0.0
0,21963,-1.5046268,0.0,0.0,0.0
0,21964,-1.6353962,0.0,0.0,0.0
0,21965,-1.4299014,0.0,0.0,0.0
0,21966,-1.0189118,0.0,0.0,0.0
0,21967,-0.1969325,0.0,0.0,0.0
0,21968,0.83054151,0.0,0.0,0.0
0,21969,1.1481244,0.0,0.0,0.0
0,21970,1.1294431,0.0,0.0,0.0
0,21971,1.073399,0.0,0.0,0.0
0,21972,0.77449748,0.0,0.0,0.0
0,21973,0.40087055,0.0,0.0,0.0
0,21974,0.47559594,0.0,0.0,0.0
0,21975,0.53163998,0.0,0.0,0.0
0,21976,0.60636536,0.0,0.0,0.0
0,21977,0.60636536,0.0,0.0,0.0
0,21978,1.073399,0.0,0.0,0.0
0,21979,0.94262959,0.0,0.0,0.0
0,21980,0.56900267,0.0,0.0,0.0
0,21981,0.32614517,0.0,0.0,0.0
