tsid,time,0,lof,isof,ee
0,13944,-0.95573627,1.0,0.0,0.0
0,13945,-1.3919112,1.0,0.0,0.0
0,13946,-1.59717,1.0,0.0,0.0
0,13947,-1.5715127,1.0,0.0,0.0
0,13948,-1.6484847,1.0,0.0,0.0
0,13949,-1.4945406,1.0,0.0,0.0
0,13950,-1.1096804,1.0,0.0,0.0
0,13951,0.044900367,1.0,0.0,0.0
0,13952,0.6863341,1.0,0.0,0.0
0,13953,1.1994811,1.0,0.0,0.0
0,13954,1.2507958,1.0,0.0,0.0
0,13955,1.1738237,1.0,0.0,0.0
0,13956,0.91725024,1.0,0.0,0.0
0,13957,0.4297606,1.0,0.0,0.0
0,13958,0.5837047,1.0,0.0,0.0
0,13959,0.5837047,1.0,0.0,0.0
0,13960,0.50673265,1.0,0.0,0.0
0,13961,0.37844591,1.0,0.0,0.0
0,13962,0.14752976,1.0,0.0,0.0
0,13963,0.45541795,1.0,0.0,0.0
0,13964,1.045537,1.0,0.0,0.0
0,13965,0.71199145,1.0,0.0,0.0
0,13966,0.044900367,1.0,0.0,0.0
0,13967,-0.39127458,1.0,0.0,0.0
0,13968,-1.0332543,0.0,0.0,0.0
0,13969,-1.3025062,0.0,0.0,0.0
0,13970,-1.410207,0.0,0.0,0.0
0,13971,-1.4371322,0.0,0.0,0.0
0,13972,-1.4909826,0.0,0.0,0.0
0,13973,-1.5717581,0.0,0.0,0.0
0,13974,-1.3025062,0.0,0.0,0.0
0,13975,-0.575526,0.0,0.0,0.0
0,13976,0.77073365,0.0,0.0,0.0
0,13977,1.3092375,0.0,0.0,0.0
0,13978,1.2553871,0.0,0.0,0.0
0,13979,1.2284619,0.0,0.0,0.0
0,13980,1.093836,0.0,0.0,0.0
0,13981,0.50148172,0.0,0.0,0.0
0,13982,0.52840691,0.0,0.0,0.0
0,13983,0.60918249,0.0,0.0,0.0
0,13984,0.5822573,0.0,0.0,0.0
0,13985,0.44763133,0.0,0.0,0.0
0,13986,0.25915498,0.0,0.0,0.0
0,13987,0.44763133,0.0,0.0,0.0
0,13988,0.79765884,0.0,0.0,0.0
0,13989,0.60918249,0.0,0.0,0.0
0,13990,0.070678638,0.0,0.0,0.0
0,13991,-0.38704965,0.0,0.0,0.0
0,13992,-0.94999628,0.0,0.0,0.0
0,13993,-1.162682,0.0,0.0,0.0
0,13994,-1.4604421,0.0,0.0,0.0
0,13995,-1.715665,0.0,0.0,0.0
0,13996,-1.6305907,0.0,0.0,0.0
0,13997,-1.5880535,0.0,0.0,0.0
0,13998,-1.2052192,0.0,0.0,0.0
0,13999,-0.73731054,0.0,0.0,0.0
0,14000,0.19850669,0.0,0.0,0.0
0,14001,0.87910105,0.0,0.0,0.0
0,14002,1.0917868,0.0,0.0,0.0
0,14003,0.96417535,0.0,0.0,0.0
0,14004,0.87910105,0.0,0.0,0.0
0,14005,0.75148961,0.0,0.0,0.0
0,14006,0.58134102,0.0,0.0,0.0
0,14007,0.87910105,0.0,0.0,0.0
0,14008,0.9216382,0.0,0.0,0.0
0,14009,0.70895246,0.0,0.0,0.0
0,14010,0.62387816,0.0,0.0,0.0
0,14011,0.70895246,0.0,0.0,0.0
0,14012,0.32611813,0.0,0.0,0.0
0,14013,0.70895246,0.0,0.0,0.0
0,14014,0.45372957,0.0,0.0,0.0
0,14015,-0.22686478,0.0,0.0,0.0
0,14016,-0.94451625,1.0,0.0,0.0
0,14017,-1.3397599,1.0,0.0,0.0
0,14018,-1.5025074,1.0,0.0,0.0
0,14019,-1.6187555,1.0,0.0,0.0
0,14020,-1.6420051,1.0,0.0,0.0
0,14021,-1.5490066,1.0,0.0,0.0
0,14022,-1.2467614,1.0,0.0,0.0
0,14023,-0.084279916,1.0,0.0,0.0
0,14024,0.45046159,1.0,0.0,0.0
0,14025,0.91545419,1.0,0.0,0.0
0,14026,1.0084527,1.0,0.0,0.0
0,14027,1.054952,1.0,0.0,0.0
0,14028,0.91545419,1.0,0.0,0.0
0,14029,0.70620752,1.0,0.0,0.0
0,14030,0.38071269,1.0,0.0,0.0
0,14031,0.49696085,1.0,0.0,0.0
0,14032,0.70620752,1.0,0.0,0.0
0,14033,0.63645863,1.0,0.0,0.0
0,14034,0.75270678,1.0,0.0,0.0
0,14035,1.1712001,1.0,0.0,0.0
0,14036,0.79920604,1.0,0.0,0.0
0,14037,0.45046159,1.0,0.0,0.0
0,14038,-0.084279916,1.0,0.0,0.0
0,14039,-0.43302436,1.0,0.0,0.0
0,14040,-0.91311238,0.0,0.0,0.0
0,14041,-1.1593449,0.0,0.0,0.0
0,14042,-1.4466162,0.0,0.0,0.0
0,14043,-1.487655,0.0,0.0,0.0
0,14044,-1.6107713,0.0,0.0,0.0
0,14045,-1.487655,0.0,0.0,0.0
0,14046,-1.0772674,0.0,0.0,0.0
0,14047,-0.91311238,0.0,0.0,0.0
0,14048,0.071817822,0.0,0.0,0.0
0,14049,1.0977868,0.0,0.0,0.0
0,14050,1.1798643,0.0,0.0,0.0
0,14051,1.2209031,0.0,0.0,0.0
0,14052,1.056748,0.0,0.0,0.0
0,14053,0.892593,0.0,0.0,0.0
0,14054,0.60532169,0.0,0.0,0.0
0,14055,0.76947672,0.0,0.0,0.0
0,14056,1.0157093,0.0,0.0,0.0
0,14057,0.97467051,0.0,0.0,0.0
