time,yclean-noise,yclean-signalChange,outlierclean
0.0,0.0,0.0,0
0.0008333333333333334,0.04010212004736666,0.04010212004736666,0
0.0016666666666666668,0.08019751159028612,0.08019751159028612,0
0.0025,0.12027944727720583,0.12027944727720583,0
0.0033333333333333335,0.16034120206216482,0.16034120206216482,0
0.004166666666666667,0.20037605435709585,0.20037605435709585,0
0.005,0.24037728718353485,0.24037728718353485,0
0.005833333333333334,0.2803381893235405,0.2803381893235405,0
0.006666666666666667,0.32025205646962707,0.32025205646962707,0
0.007500000000000001,0.360112192373513,0.360112192373513,0
0.008333333333333333,0.3999119099934881,0.3999119099934881,0
0.009166666666666667,0.43964453264020464,0.43964453264020464,0
0.01,0.47930339512069264,0.47930339512069264,0
0.010833333333333334,0.5188818448804072,0.5188818448804072,0
0.011666666666666667,0.5583732431431091,0.5583732431431091,0
0.0125,0.5977709660483848,0.5977709660483848,0
0.013333333333333334,0.6370684057866113,0.6370684057866113,0
0.014166666666666668,0.67625897173117,0.67625897173117,0
0.015000000000000001,0.7153360915677163,0.7153360915677163,0
0.015833333333333335,0.7542932124203126,0.7542932124203126,0
0.016666666666666666,0.7931238019742289,0.7931238019742289,0
0.0175,0.8318213495952228,0.8318213495952228,0
0.018333333333333333,0.8703793674451012,0.8703793674451012,0
0.01916666666666667,0.9087913915933796,0.9087913915933796,0
0.02,0.9470509831248421,0.9470509831248421,0
0.020833333333333336,0.9851517292428181,0.9851517292428181,0
0.021666666666666667,1.0230872443679797,1.0230872443679797,0
0.022500000000000003,1.060851171232479,1.060851171232479,0
0.023333333333333334,1.0984371819692342,1.0984371819692342,0
0.02416666666666667,1.1358389791961756,1.1358389791961756,0
0.025,1.1730502970952692,1.1730502970952692,0
0.025833333333333337,1.2100649024861352,1.2100649024861352,0
0.02666666666666667,1.2468765958940673,1.2468765958940673,0
0.0275,1.2834792126122843,1.2834792126122843,0
0.028333333333333335,1.3198666237582186,1.3198666237582186,0
0.029166666666666667,1.3560327373236702,1.3560327373236702,0
0.030000000000000002,1.3919714992186405,1.3919714992186405,0
0.030833333333333334,1.4276768943086675,1.4276768943086675,0
0.03166666666666667,1.463142947445492,1.463142947445492,0
0.0325,1.4983637244908647,1.4983637244908647,0
0.03333333333333333,1.5333333333333332,1.5333333333333332,0
0.03416666666666667,1.5680459248978231,1.5680459248978231,0
0.035,1.6024956941478463,1.6024956941478463,0
0.035833333333333335,1.6366768810801682,1.6366768810801682,0
0.03666666666666667,1.670583771711748,1.670583771711748,0
0.037500000000000006,1.704210699058807,1.704210699058807,0
0.03833333333333334,1.7375520441078318,1.7375520441078318,0
0.03916666666666667,1.7706022367783674,1.7706022367783674,0
0.04,1.8033557568774194,1.8033557568774194,0
0.04083333333333333,1.8358071350453102,1.8358071350453102,0
0.04166666666666667,1.8679509536928287,1.8679509536928287,0
0.0425,1.8997818479295019,1.8997818479295019,0
0.043333333333333335,1.9312945064828457,1.9312945064828457,0
0.04416666666666667,1.962483672608421,1.962483672608421,0
0.045000000000000005,1.9933441449905511,1.9933441449905511,0
0.04583333333333334,2.0238707786335404,2.0238707786335404,0
0.04666666666666667,2.0540584857432416,2.0540584857432416,0
0.0475,2.0839022365988247,2.0839022365988247,0
0.04833333333333334,2.1133970604145955,2.1133970604145955,0
0.04916666666666667,2.1425380461917074,2.1425380461917074,0
0.05,2.171320343559642,2.171320343559642,0
0.050833333333333335,2.199739163607296,2.199739163607296,0
0.05166666666666667,2.2277897797035298,2.2277897797035298,0
0.052500000000000005,2.255467528307057,2.255467528307057,0
0.05333333333333334,2.282767809765516,2.282767809765516,0
0.05416666666666667,2.309686089103599,2.309686089103599,0
0.055,2.336217896800093,2.336217896800093,0
0.05583333333333334,2.362358829553712,2.362358829553712,0
0.05666666666666667,2.3881045510375793,2.3881045510375793,0
0.0575,2.413450792642235,2.413450792642235,0
0.058333333333333334,2.438393354207039,2.438393354207039,0
0.05916666666666667,2.462928104739849,2.462928104739849,0
0.060000000000000005,2.4870509831248424,2.4870509831248424,0
0.060833333333333336,2.51075799881837,2.51075799881837,0
0.06166666666666667,2.534045232532714,2.534045232532714,0
0.0625,2.5569088369076356,2.5569088369076356,0
0.06333333333333334,2.5793450371696056,2.5793450371696056,0
0.06416666666666668,2.6013501317785863,2.6013501317785863,0
0.065,2.6229204930622765,2.6229204930622765,0
0.06583333333333334,2.6440525678376914,2.6440525678376914,0
0.06666666666666667,2.664742878019983,2.664742878019983,0
0.0675,2.684988021218391,2.684988021218391,0
0.06833333333333334,2.7047846713192296,2.7047846713192296,0
