time,yclean-noise,yclean-signalChange,outlierclean
0.0,0.0,0.0,0
0.0008333333333333334,0.0002,0.0002,0
0.0016666666666666668,0.0004,0.0004,0
0.0025,0.0006,0.0006,0
0.0033333333333333335,0.0008,0.0008,0
0.004166666666666667,0.001,0.001,0
0.005,0.0012,0.0012,0
0.005833333333333334,0.0014,0.0014,0
0.006666666666666667,0.0016,0.0016,0
0.007500000000000001,0.0018000000000000002,0.0018000000000000002,0
0.008333333333333333,0.002,0.002,0
0.009166666666666667,0.0022,0.0022,0
0.01,0.0024,0.0024,0
0.010833333333333334,0.0026,0.0026,0
0.011666666666666667,0.0028,0.0028,0
0.0125,0.003,0.003,0
0.013333333333333334,0.0032,0.0032,0
0.014166666666666668,0.0034000000000000002,0.0034000000000000002,0
0.015000000000000001,0.0036000000000000003,0.0036000000000000003,0
0.015833333333333335,0.0038,0.0038,0
0.016666666666666666,0.004,0.004,0
0.0175,0.004200000000000001,0.004200000000000001,0
0.018333333333333333,0.0044,0.0044,0
0.01916666666666667,0.0046,0.0046,0
0.02,0.0048,0.0048,0
0.020833333333333336,0.005,0.005,0
0.021666666666666667,0.0052,0.0052,0
0.022500000000000003,0.0054,0.0054,0
0.023333333333333334,0.0056,0.0056,0
0.02416666666666667,0.0058000000000000005,0.0058000000000000005,0
0.025,0.006,0.006,0
0.025833333333333337,0.006200000000000001,0.006200000000000001,0
0.02666666666666667,0.0064,0.0064,0
0.0275,0.0066,0.0066,0
0.028333333333333335,0.0068000000000000005,0.0068000000000000005,0
0.029166666666666667,0.007,0.007,0
0.030000000000000002,0.007200000000000001,0.007200000000000001,0
0.030833333333333334,0.0074,0.0074,0
0.03166666666666667,0.0076,0.0076,0
0.0325,0.0078,0.0078,0
0.03333333333333333,0.008,0.008,0
0.03416666666666667,0.0082,0.0082,0
0.035,0.008400000000000001,0.008400000000000001,0
0.035833333333333335,0.0086,0.0086,0
0.03666666666666667,0.0088,0.0088,0
0.037500000000000006,0.009000000000000001,0.009000000000000001,0
0.03833333333333334,0.0092,0.0092,0
0.03916666666666667,0.0094,0.0094,0
0.04,0.0096,0.0096,0
0.04083333333333333,0.0098,0.0098,0
0.04166666666666667,0.01,0.01,0
0.0425,0.0102,0.0102,0
0.043333333333333335,0.0104,0.0104,0
0.04416666666666667,0.0106,0.0106,0
0.045000000000000005,0.0108,0.0108,0
0.04583333333333334,0.011000000000000001,0.011000000000000001,0
0.04666666666666667,0.0112,0.0112,0
0.0475,0.0114,0.0114,0
0.04833333333333334,0.011600000000000001,0.011600000000000001,0
0.04916666666666667,0.011800000000000001,0.011800000000000001,0
0.05,0.012,0.012,0
0.050833333333333335,0.012199999999999999,0.012199999999999999,0
0.05166666666666667,0.012400000000000001,0.012400000000000001,0
0.052500000000000005,0.0126,0.0126,0
0.05333333333333334,0.0128,0.0128,0
0.05416666666666667,0.013,0.013,0
0.055,0.0132,0.0132,0
0.05583333333333334,0.0134,0.0134,0
0.05666666666666667,0.013600000000000001,0.013600000000000001,0
0.0575,0.0138,0.0138,0
0.058333333333333334,0.014,0.014,0
0.05916666666666667,0.0142,0.0142,0
0.060000000000000005,0.014400000000000001,0.014400000000000001,0
0.060833333333333336,0.0146,0.0146,0
0.06166666666666667,0.0148,0.0148,0
0.0625,0.015,0.015,0
0.06333333333333334,0.0152,0.0152,0
0.06416666666666668,0.015400000000000002,0.015400000000000002,0
0.065,0.0156,0.0156,0
0.06583333333333334,0.0158,0.0158,0
0.06666666666666667,0.016,0.016,0
0.0675,0.0162,0.0162,0
0.06833333333333334,0.0164,0.0164,0
0.06916666666666667,0.0166,0.0166,0
0.07,0.016800000000000002,0.016800000000000002,0
0.07083333333333333,0.016999999999999998,0.016999999999999998,0
0.07166666666666667,0.0172,0.0172,0
0.07250000000000001,0.017400000000000002,0.017400000000000002,0
0.07333333333333333,0.0176,0.0176,0
0.07416666666666667,0.0178,0.0178,0
0.07500000000000001,0.018000000000000002,0.018000000000000002,0
0.07583333333333334,0.0182,0.0182,0
0.07666666666666667,0.0184,0.0184,0
0.0775,0.0186,0.0186,0
0.07833333333333334,0.0188,0.0188,0
0.07916666666666668,0.019000000000000003,0.019000000000000003,0
0.08,0.0192,0.0192,0
0.08083333333333334,0.0194,0.0194,0
0.08166666666666667,0.0196,0.0196,0
0.0825,0.0198,0.0198,0
0.08333333333333334,0.02,0.02,0
0.08416666666666667,0.0202,0.0202,0
0.085,0.0204,0.0204,0
0.08583333333333334,0.020600000000000004,0.020600000000000004,0
0.08666666666666667,0.0208,0.0208,0
0.08750000000000001,0.021,0.021,0
0.08833333333333333,0.0212,0.0212,0
0.08916666666666667,0.0214,0.0214,0
0.09000000000000001,0.0216,0.0216,0
0.09083333333333334,0.0218,0.0218,0
0.09166666666666667,0.022000000000000002,0.022000000000000002,0
0.09250000000000001,0.0222,0.0222,0
0.09333333333333334,0.0224,0.0224,0
0.09416666666666668,0.022600000000000002,0.022600000000000002,0
0.095,0.0228,0.0228,0
0.09583333333333334,0.023,0.023,0
0.09666666666666668,0.023200000000000002,0.023200000000000002,0
0.0975,0.0234,0.0234,0
0.09833333333333334,0.023600000000000003,0.023600000000000003,0
0.09916666666666667,0.023799999999999998,0.023799999999999998,0
0.1,0.024,0.024,0
0.10083333333333334,0.024200000000000003,0.024200000000000003,0
0.10166666666666667,0.024399999999999998,0.024399999999999998,0
0.10250000000000001,0.0246,0.0246,0
0.10333333333333335,0.024800000000000003,0.024800000000000003,0
0.10416666666666667,0.025,0.025,0
0.10500000000000001,0.0252,0.0252,0
0.10583333333333333,0.0254,0.0254,0
0.10666666666666667,0.0256,0.0256,0
0.10750000000000001,0.025800000000000003,0.025800000000000003,0
0.10833333333333334,0.026,0.026,0
0.10916666666666668,0.0262,0.0262,0
0.11,0.0264,0.0264,0
0.11083333333333334,0.026600000000000002,0.026600000000000002,0
0.11166666666666668,0.0268,0.0268,0
0.1125,0.027,0.027,0
0.11333333333333334,0.027200000000000002,0.027200000000000002,0
0.11416666666666668,0.0274,0.0274,0
0.115,0.0276,0.0276,0
0.11583333333333334,0.027800000000000002,0.027800000000000002,0
0.11666666666666667,0.028,0.028,0
0.11750000000000001,0.0282,0.0282,0
0.11833333333333335,0.0284,0.0284,0
0.11916666666666667,0.0286,0.0286,0
0.12000000000000001,0.028800000000000003,0.028800000000000003,0
0.12083333333333333,0.028999999999999998,0.028999999999999998,0
0.12166666666666667,0.0292,0.0292,0
0.12250000000000001,0.029400000000000003,0.029400000000000003,0
0.12333333333333334,0.0296,0.0296,0
0.12416666666666668,0.0298,0.0298,0
0.125,0.03,0.03,0
0.12583333333333335,0.030200000000000005,0.030200000000000005,0
0.12666666666666668,0.0304,0.0304,0
0.1275,0.0306,0.0306,0
0.12833333333333335,0.030800000000000004,0.030800000000000004,0
0.12916666666666668,0.031000000000000003,0.031000000000000003,0
0.13,0.0312,0.0312,0
0.13083333333333333,0.0314,0.0314,0
0.13166666666666668,0.0316,0.0316,0
0.1325,0.0318,0.0318,0
0.13333333333333333,0.032,0.032,0
0.13416666666666668,0.032200000000000006,0.032200000000000006,0
0.135,0.0324,0.0324,0
0.13583333333333333,0.0326,0.0326,0
0.1366666666666667,0.0328,0.0328,0
0.1375,0.033,0.033,0
0.13833333333333334,0.0332,0.0332,0
0.1391666666666667,0.033400000000000006,0.033400000000000006,0
0.14,0.033600000000000005,0.033600000000000005,0
0.14083333333333334,0.0338,0.0338,0
0.14166666666666666,0.033999999999999996,0.033999999999999996,0
0.14250000000000002,0.0342,0.0342,0
0.14333333333333334,0.0344,0.0344,0
0.14416666666666667,0.0346,0.0346,0
0.14500000000000002,0.034800000000000005,0.034800000000000005,0
0.14583333333333334,0.035,0.035,0
0.14666666666666667,0.0352,0.0352,0
0.14750000000000002,0.0354,0.0354,0
0.14833333333333334,0.0356,0.0356,0
0.14916666666666667,0.0358,0.0358,0
