time,ynoisy-noise,ynoisy-signalChange,outliernoisy
0.0,-0.08548961925145855,-0.08548961925145855,0
0.0008333333333333334,-0.07788461359879122,-0.07788461359879122,0
0.0016666666666666668,-0.0745994024557403,-0.0745994024557403,0
0.0025,-0.07083366264120994,-0.07083366264120994,0
0.0033333333333333335,-0.07528707882483074,-0.07528707882483074,0
0.004166666666666667,-0.07545934327472126,-0.07545934327472126,0
0.005,-0.0748501556152978,-0.0748501556152978,0
0.005833333333333334,-0.07625922259465877,-0.07625922259465877,0
0.006666666666666667,-0.0652862578610903,-0.0652862578610903,0
0.007500000000000001,-0.07093098174826931,-0.07093098174826931,0
0.008333333333333333,-0.06419312106875948,-0.06419312106875948,0
0.009166666666666667,-0.061372408915419695,-0.061372408915419695,0
0.01,-0.060668584470363884,-0.060668584470363884,0
0.010833333333333334,-0.0623813928211302,-0.0623813928211302,0
0.011666666666666667,-0.04741058478373478,-0.04741058478373478,0
0.0125,-0.05785591673230478,-0.05785591673230478,0
0.013333333333333334,-0.051017150434996994,-0.051017150434996994,0
0.014166666666666668,-0.04289405289592735,-0.04289405289592735,0
0.015000000000000001,-0.03938639620284951,-0.03938639620284951,0
0.015833333333333335,-0.05069395738033067,-0.05069395738033067,0
0.016666666666666666,-0.049216518248192134,-0.049216518248192134,0
0.0175,-0.038353865284985834,-0.038353865284985834,0
0.018333333333333333,-0.04370578949629667,-0.04370578949629667,0
0.01916666666666667,-0.03377208628766481,-0.03377208628766481,0
0.02,-0.04485255534193653,-0.04485255534193653,0
0.020833333333333336,-0.024547000500858777,-0.024547000500858777,0
0.021666666666666667,-0.03875522965074318,-0.03875522965074318,0
0.022500000000000003,-0.02397705461203127,-0.02397705461203127,0
0.023333333333333334,-0.020312291032605283,-0.020312291032605283,0
0.02416666666666667,-0.02936075828468915,-0.02936075828468915,0
0.025,-0.013622279365199124,-0.013622279365199124,0
0.025833333333333337,-0.01369668079940467,-0.01369668079940467,0
0.02666666666666667,-0.01748379254776894,-0.01748379254776894,0
0.0275,-0.024283447915843106,-0.024283447915843106,0
0.028333333333333335,-0.01179548346709735,-0.01179548346709735,0
0.029166666666666667,-0.01861973893857132,-0.01861973893857132,0
0.030000000000000002,-0.015056057159237463,-0.015056057159237463,0
0.030833333333333334,-0.001204283970972853,-0.001204283970972853,0
0.03166666666666667,-0.009264268152039682,-0.009264268152039682,0
0.0325,-0.00013586134297954595,-0.00013586134297954595,0
0.03333333333333333,0.002481082025169128,0.002481082025169128,0
0.03416666666666667,0.004486704800417015,0.004486704800417015,0
0.035,0.006581147177217225,0.006581147177217225,0
0.035833333333333335,0.007164546761784685,0.007164546761784685,0
0.03666666666666667,-0.003962961364582272,-0.003962961364582272,0
0.037500000000000006,0.007198755415895537,0.007198755415895537,0
0.03833333333333334,0.011949827317019764,0.011949827317019764,0
0.03916666666666667,-0.0016096177936307,-0.0016096177936307,0
0.04,0.011220545661329934,0.011220545661329934,0
0.04083333333333333,0.013040441023461607,0.013040441023461607,0
0.04166666666666667,0.01305018945126249,0.01305018945126249,0
0.0425,0.014449909971384881,0.014449909971384881,0
0.043333333333333335,0.02513971952835836,0.02513971952835836,0
0.04416666666666667,0.01331973303287174,0.01331973303287174,0
0.045000000000000005,0.024490063408663228,0.024490063408663228,0
0.04583333333333334,0.01895082163806734,0.01895082163806734,0
0.04666666666666667,0.03200211680626379,0.03200211680626379,0
0.0475,0.03254405614427351,0.03254405614427351,0
0.04833333333333334,0.03167674507074257,0.03167674507074257,0
0.04916666666666667,0.02960028723255654,0.02960028723255654,0
0.05,0.02201478454432295,0.02201478454432295,0
0.050833333333333335,0.04092033722676015,0.04092033722676015,0
0.05166666666666667,0.042017043844029,0.042017043844029,0
0.052500000000000005,0.04360500134004118,0.04360500134004118,0
0.05333333333333334,0.03368430507377828,0.03368430507377828,0
0.05416666666666667,0.030055048853654134,0.030055048853654134,0
0.055,0.03491732497095069,0.03491732497095069,0
0.05583333333333334,0.04227122423235721,0.04227122423235721,0
0.05666666666666667,0.05221683599164184,0.05221683599164184,0
0.0575,0.05385424818048369,0.05385424818048369,0
0.058333333333333334,0.05378354733849048,0.05378354733849048,0
0.05916666666666667,0.05510481864242879,0.05510481864242879,0
0.060000000000000005,0.047018145934691134,0.047018145934691134,0
0.060833333333333336,0.04792361175102358,0.04792361175102358,0
0.06166666666666667,0.045121297347536594,0.045121297347536594,0
0.0625,0.04891128272702196,0.04891128272702196,0
0.06333333333333334,0.0551936466645964,0.0551936466645964,0
0.06416666666666668,0.05106846673269262,0.05106846673269262,0
0.065,0.04823581932541761,0.04823581932541761,0
0.06583333333333334,0.06539577968229779,0.06539577968229779,0
0.06666666666666667,0.057548421911428546,0.057548421911428546,0
0.0675,0.07049381901204671,0.07049381901204671,0
0.06833333333333334,0.06573204289654272,0.06573204289654272,0
0.06916666666666667,0.06006316441192976,0.06006316441192976,0
0.07,0.06568725336078457,0.06568725336078457,0
0.07083333333333333,0.0733043785216772,0.0733043785216772,0
0.07166666666666667,0.072114607669103,0.072114607669103,0
0.07250000000000001,0.06571800759293203,0.06571800759293203,0
0.07333333333333333,0.06921464411739027,0.06921464411739027,0
0.07416666666666667,0.0639045821195852,0.0639045821195852,0
0.07500000000000001,0.0675878855475894,0.0675878855475894,0
0.07583333333333334,0.06986461743809454,0.06986461743809454,0
0.07666666666666667,0.08173483993364819,0.08173483993364819,0
0.0775,0.07639861429948476,0.07639861429948476,0
0.07833333333333334,0.0708560009399627,0.0708560009399627,0
0.07916666666666668,0.08380705941461777,0.08380705941461777,0
0.08,0.07795184845384497,0.07795184845384497,0
0.08083333333333334,0.09359042597421721,0.09359042597421721,0
0.08166666666666667,0.09432284909345247,0.09432284909345247,0
0.0825,0.08804917414503831,0.08804917414503831,0
0.08333333333333334,0.09666945669252328,0.09666945669252328,0
0.08416666666666667,0.09238375154348363,0.09238375154348363,0
0.085,0.08099211276317621,0.08099211276317621,0
0.08583333333333334,0.09859459368788291,0.09859459368788291,0
0.08666666666666667,0.08859124693795767,0.08859124693795767,0
0.08750000000000001,0.10428212443058231,0.10428212443058231,0
0.08833333333333333,0.08976727739224008,0.08976727739224008,0
0.08916666666666667,0.09374675637091309,0.09374675637091309,0
0.09000000000000001,0.10642061124801254,0.10642061124801254,0
0.09083333333333334,0.10458889125004713,0.10458889125004713,0
0.09166666666666667,0.09255164496003769,0.09255164496003769,0
0.09250000000000001,0.09480892032868407,0.09480892032868407,0
0.09333333333333334,0.10306076468529096,0.10306076468529096,0
0.09416666666666668,0.10060722474845843,0.10060722474845843,0
0.095,0.11294834663654402,0.11294834663654402,0
0.09583333333333334,0.10568417587790131,0.10568417587790131,0
0.09666666666666668,0.11101475742090124,0.11101475742090124,0
0.0975,0.10104013564374181,0.10104013564374181,0
0.09833333333333334,0.11486035436405104,0.11486035436405104,0
0.09916666666666667,0.10197545684828839,0.10197545684828839,0
0.1,0.11698548582095061,0.11698548582095061,0
0.10083333333333334,0.11479048347358516,0.11479048347358516,0
0.10166666666666667,0.11749049147361787,0.11749049147361787,0
0.10250000000000001,0.11938555097299872,0.11938555097299872,0
0.10333333333333335,0.12147570261666892,0.12147570261666892,0
0.10416666666666667,0.12826098655085583,0.12826098655085583,0
0.10500000000000001,0.11824144243119927,0.11824144243119927,0
0.10583333333333333,0.11741710943071161,0.11741710943071161,0
0.10666666666666667,0.11788802624757842,0.11788802624757842,0
0.10750000000000001,0.11905423111280132,0.11905423111280132,0
0.10833333333333334,0.13421576179768796,0.13421576179768796,0
0.10916666666666668,0.12587265562119285,0.12587265562119285,0
0.11,0.13472494945711141,0.13472494945711141,0
0.11083333333333334,0.13547267974113236,0.13547267974113236,0
0.11166666666666668,0.13161588247775047,0.13161588247775047,0
0.1125,0.12565459324704398,0.12565459324704398,0
0.11333333333333334,0.13778884721131887,0.13778884721131887,0
0.11416666666666668,0.12651867912162407,0.12651867912162407,0
0.115,0.13994412332413986,0.13994412332413986,0
0.11583333333333334,0.13176521376644265,0.13176521376644265,0
0.11666666666666667,0.13948198400364967,0.13948198400364967,0
0.11750000000000001,0.1360944672044447,0.1360944672044447,0
0.11833333333333335,0.14050269615698954,0.14050269615698954,0
0.11916666666666667,0.13710670327472213,0.13710670327472213,0
0.12000000000000001,0.14560652060204535,0.14560652060204535,0
0.12083333333333333,0.1326021798199076,0.1326021798199076,0
0.12166666666666667,0.150893712251279,0.150893712251279,0
0.12250000000000001,0.13508114886652406,0.13508114886652406,0
0.12333333333333334,0.1392645202886744,0.1392645202886744,0
0.12416666666666668,0.15054385679860338,0.15054385679860338,0
0.125,0.1414191883401044,0.1414191883401044,0
0.12583333333333335,0.13869054452487556,0.13869054452487556,0
0.12666666666666668,0.1468579546374123,0.1468579546374123,0
0.1275,0.15032144763981048,0.15032144763981048,0
0.12833333333333335,0.15668105217648187,0.15668105217648187,0
0.12916666666666668,0.15283679657878269,0.15283679657878269,0
0.13,0.1443887088695597,0.1443887088695597,0
0.13083333333333333,0.155236816767613,0.155236816767613,0
0.13166666666666668,0.1509811476920785,0.1509811476920785,0
0.1325,0.16242172876673217,0.16242172876673217,0
0.13333333333333333,0.15935858682421708,0.15935858682421708,0
0.13416666666666668,0.16809174841019475,0.16809174841019475,0
0.135,0.16642123978742332,0.16642123978742332,0
0.13583333333333333,0.15414708693976334,0.15414708693976334,0
0.1366666666666667,0.15446931557611254,0.15446931557611254,0
0.1375,0.15668795113427197,0.15668795113427197,0
0.13833333333333334,0.15450301878474434,0.15450301878474434,0
0.1391666666666667,0.16241454343446576,0.16241454343446576,0
0.14,0.1712225497304727,0.1712225497304727,0
0.14083333333333334,0.15992706206350565,0.15992706206350565,0
0.14166666666666666,0.16162810457155039,0.16162810457155039,0
0.14250000000000002,0.17792570114331807,0.17792570114331807,0
0.14333333333333334,0.16021987542166605,0.16021987542166605,0
0.14416666666666667,0.17571065080695986,0.17571065080695986,0
0.14500000000000002,0.1641980504603779,0.1641980504603779,0
0.14583333333333334,0.16578209730716065,0.16578209730716065,0
0.14666666666666667,0.17836281403980392,0.17836281403980392,0
0.14750000000000002,0.1828402231211991,0.1828402231211991,0
0.14833333333333334,0.1814143467877201,0.1814143467877201,0
0.14916666666666667,0.17088520705225876,0.17088520705225876,0
0.15000000000000002,0.17165282570721002,0.17165282570721002,0
0.15083333333333335,0.18151722432740633,0.18151722432740633,0
0.15166666666666667,0.17767842427300448,0.17767842427300448,0
0.1525,0.18863644669232418,0.18863644669232418,0
0.15333333333333335,0.17789131252464027,0.17789131252464027,0
0.15416666666666667,0.18614304250292826,0.18614304250292826,0
0.155,0.17629165715656606,0.17629165715656606,0
0.15583333333333335,0.18223717681399051,0.18223717681399051,0
0.15666666666666668,0.18037962160531182,0.18037962160531182,0
0.1575,0.17681901146488443,0.17681901146488443,0
0.15833333333333335,0.18775536613383792,0.18775536613383792,0
0.15916666666666668,0.17858870516256492,0.17858870516256492,0
0.16,0.19321904791317177,0.19321904791317177,0
0.16083333333333336,0.1827464135618876,0.1827464135618876,0
0.16166666666666668,0.20087082110143636,0.20087082110143636,0
0.1625,0.19409228934337083,0.19409228934337083,0
0.16333333333333333,0.18861083692036948,0.18861083692036948,0
0.16416666666666668,0.200126482288497,0.200126482288497,0
0.165,0.19283924372942965,0.19283924372942965,0
0.16583333333333333,0.2034491393526451,0.2034491393526451,0
0.16666666666666669,0.20085618709757835,0.20085618709757835,0
0.1675,0.1909604047357442,0.1909604047357442,0
0.16833333333333333,0.20456180987282618,0.20456180987282618,0
0.1691666666666667,0.20136041995073364,0.20136041995073364,0
0.17,0.19295625224962643,0.19295625224962643,0
0.17083333333333334,0.20184932388990917,0.20184932388990917,0
0.1716666666666667,0.19953965183419395,0.19953965183419395,0
0.17250000000000001,0.20182725288923395,0.20182725288923395,0
0.17333333333333334,0.19901214370782694,0.19901214370782694,0
0.17416666666666666,0.19479434079068977,0.19479434079068977,0
0.17500000000000002,0.19777386048830475,0.19777386048830475,0
0.17583333333333334,0.20425071900273767,0.20425071900273767,0
0.17666666666666667,0.199324932389429,0.199324932389429,0
0.17750000000000002,0.2098965165589577,0.2098965165589577,0
0.17833333333333334,0.20996548727877853,0.20996548727877853,0
0.17916666666666667,0.2035318601749338,0.2035318601749338,0
0.18000000000000002,0.21179565073373915,0.21179565073373915,0
0.18083333333333335,0.20235687430344462,0.20235687430344462,0
0.18166666666666667,0.22141554609587083,0.22141554609587083,0
0.18250000000000002,0.20767168118802157,0.20767168118802157,0
0.18333333333333335,0.20702529452367166,0.20702529452367166,0
0.18416666666666667,0.21027640091493255,0.21027640091493255,0
0.18500000000000003,0.22062501504379403,0.22062501504379403,0
0.18583333333333335,0.2182711514636444,0.2182711514636444,0
0.18666666666666668,0.21291482460076752,0.21291482460076752,0
0.1875,0.22775604875581912,0.22775604875581912,0
0.18833333333333335,0.2156948381052809,0.2156948381052809,0
0.18916666666666668,0.22473120670289415,0.22473120670289415,0
0.19,0.22916516848107246,0.22916516848107246,0
0.19083333333333335,0.22119673725229452,0.22119673725229452,0
0.19166666666666668,0.2273259267104765,0.2273259267104765,0
0.1925,0.21815275043232552,0.21815275043232552,0
0.19333333333333336,0.225877221878673,0.225877221878673,0
0.19416666666666668,0.23009935439578988,0.23009935439578988,0
