time,yclean-noise,yclean-signalChange,outlierclean
0.0,0.09741490700595457,0.09741490700595457,0
0.0008333333333333334,0.08154704315398298,0.08154704315398298,0
0.0016666666666666668,0.06561087562383167,0.06561087562383167,0
0.0025,0.04960751959632581,0.04960751959632581,0
0.0033333333333333335,0.0335380631622787,0.0335380631622787,0
0.004166666666666667,0.01740356819287603,0.01740356819287603,0
0.005,0.001205071175386263,0.001205071175386263,0
0.005833333333333334,-0.015056415984167182,-0.015056415984167182,0
0.006666666666666667,-0.03137990518980771,-0.03137990518980771,0
0.007500000000000001,-0.04776443141441933,-0.04776443141441933,0
0.008333333333333333,-0.06420905198717575,-0.06420905198717575,0
0.009166666666666667,-0.08071284590827343,-0.08071284590827343,0
0.01,-0.09727491318972069,-0.09727491318972069,0
0.010833333333333334,-0.11389437422100467,-0.11389437422100467,0
0.011666666666666667,-0.13057036915851347,-0.13057036915851347,0
0.0125,-0.14730205733766208,-0.14730205733766208,0
0.013333333333333334,-0.16408861670670646,-0.16408861670670646,0
0.014166666666666668,-0.18092924328129997,-0.18092924328129997,0
0.015000000000000001,-0.19782315061888708,-0.19782315061888708,0
0.015833333333333335,-0.21476956931206642,-0.21476956931206642,0
0.016666666666666666,-0.23176774650012075,-0.23176774650012075,0
0.0175,-0.24881694539792326,-0.24881694539792326,0
0.018333333333333333,-0.2659164448414975,-0.2659164448414975,0
0.01916666666666667,-0.28306553884951763,-0.28306553884951763,0
0.02,-0.30026353620009105,-0.30026353620009105,0
0.020833333333333336,-0.31750976002218373,-0.31750976002218373,0
0.021666666666666667,-0.3348035474010887,-0.3348035474010887,0
0.022500000000000003,-0.35214424899735525,-0.35214424899735525,0
0.023333333333333334,-0.36953122867864324,-0.36953122867864324,0
0.02416666666666667,-0.38696386316396586,-0.38696386316396586,0
0.025,-0.4044415416798357,-0.4044415416798357,0
0.025833333333333337,-0.42196366562783366,-0.42196366562783366,0
0.02666666666666667,-0.4395296482631486,-0.4395296482631486,0
0.0275,-0.45713891438365595,-0.45713891438365595,0
0.028333333333333335,-0.4747909000291289,-0.4747909000291289,0
0.029166666666666667,-0.49248505219017824,-0.49248505219017824,0
0.030000000000000002,-0.5102208285265546,-0.5102208285265546,0
0.030833333333333334,-0.5029976970944503,-0.5029976970944503,0
0.03166666666666667,-0.5063414518719318,-0.5063414518719318,0
0.0325,-0.5097252651348075,-0.5097252651348075,0
0.03333333333333333,-0.5131486345773524,-0.5131486345773524,0
0.03416666666666667,-0.5166110672828566,-0.5166110672828566,0
0.035,-0.520112079491076,-0.520112079491076,0
0.035833333333333335,-0.5236511963728381,-0.5236511963728381,0
0.03666666666666667,-0.5272279518115426,-0.5272279518115426,0
0.037500000000000006,-0.5308418881913005,-0.5308418881913005,0
0.03833333333333334,-0.5344925561914784,-0.5344925561914784,0
0.03916666666666667,-0.5381795145874069,-0.5381795145874069,0
0.04,-0.5419023300570432,-0.5419023300570432,0
0.04083333333333333,-0.5456605769933691,-0.5456605769933691,0
0.04166666666666667,-0.5494538373223211,-0.5494538373223211,0
0.0425,-0.5532817003260633,-0.5532817003260633,0
0.043333333333333335,-0.5571437624714105,-0.5571437624714105,0
0.04416666666666667,-0.5610396272432249,-0.5610396272432249,0
0.045000000000000005,-0.5649689049826151,-0.5649689049826151,0
0.04583333333333334,-0.5689312127297703,-0.5689312127297703,0
0.04666666666666667,-0.5729261740712732,-0.5729261740712732,0
0.0475,-0.5769534189917361,-0.5769534189917361,0
0.04833333333333334,-0.5810125837296205,-0.5810125837296205,0
0.04916666666666667,-0.585103310637091,-0.585103310637091,0
0.05,-0.5892252480437757,-0.5892252480437757,0
0.050833333333333335,-0.593378050124301,-0.593378050124301,0
0.05166666666666667,-0.5975613767694719,-0.5975613767694719,0
0.052500000000000005,-0.6017748934609863,-0.6017748934609863,0
0.05333333333333334,-0.606018271149562,-0.606018271149562,0
0.05416666666666667,-0.6102911861363634,-0.6102911861363634,0
0.055,-0.6145933199576272,-0.6145933199576272,0
0.05583333333333334,-0.6189243592723822,-0.6189243592723822,0
0.05666666666666667,-0.6232839957531601,-0.6232839957531601,0
