time,yclean-noise,yclean-signalChange,outlierclean
0.0,0.4,0.4,0
0.0008333333333333334,0.37583333333333335,0.37583333333333335,0
0.0016666666666666668,0.3516666666666666,0.3516666666666666,0
0.0025,0.3275,0.3275,0
0.0033333333333333335,0.30333333333333334,0.30333333333333334,0
0.004166666666666667,0.2791666666666667,0.2791666666666667,0
0.005,0.255,0.255,0
0.005833333333333334,0.23083333333333333,0.23083333333333333,0
0.006666666666666667,0.20666666666666667,0.20666666666666667,0
0.007500000000000001,0.1825,0.1825,0
0.008333333333333333,0.15833333333333333,0.15833333333333333,0
0.009166666666666667,0.13416666666666666,0.13416666666666666,0
0.01,0.11,0.11,0
0.010833333333333334,0.08583333333333333,0.08583333333333333,0
0.011666666666666667,0.06166666666666667,0.06166666666666667,0
0.0125,0.037500000000000006,0.037500000000000006,0
0.013333333333333334,0.013333333333333334,0.013333333333333334,0
0.014166666666666668,-0.010833333333333334,-0.010833333333333334,0
0.015000000000000001,-0.035,-0.035,0
0.015833333333333335,-0.05916666666666666,-0.05916666666666666,0
0.016666666666666666,-0.08333333333333334,-0.08333333333333334,0
0.0175,-0.1075,-0.1075,0
0.018333333333333333,-0.13166666666666665,-0.13166666666666665,0
0.01916666666666667,-0.15583333333333332,-0.15583333333333332,0
0.02,-0.18000000000000002,-0.18000000000000002,0
0.020833333333333336,-0.20416666666666666,-0.20416666666666666,0
0.021666666666666667,-0.22833333333333333,-0.22833333333333333,0
0.022500000000000003,-0.2525,-0.2525,0
0.023333333333333334,-0.27666666666666667,-0.27666666666666667,0
0.02416666666666667,-0.30083333333333334,-0.30083333333333334,0
0.025,-0.32499999999999996,-0.32499999999999996,0
0.025833333333333337,-0.3491666666666667,-0.3491666666666667,0
0.02666666666666667,-0.37333333333333335,-0.37333333333333335,0
0.0275,-0.39749999999999996,-0.39749999999999996,0
0.028333333333333335,-0.4216666666666667,-0.4216666666666667,0
0.029166666666666667,-0.4458333333333333,-0.4458333333333333,0
0.030000000000000002,-0.47,-0.47,0
0.030833333333333334,-0.4691666666666667,-0.4691666666666667,0
0.03166666666666667,-0.47885964912280704,-0.47885964912280704,0
0.0325,-0.48855263157894735,-0.48855263157894735,0
0.03333333333333333,-0.4982456140350877,-0.4982456140350877,0
0.03416666666666667,-0.507938596491228,-0.507938596491228,0
0.035,-0.5176315789473683,-0.5176315789473683,0
0.035833333333333335,-0.5273245614035087,-0.5273245614035087,0
0.03666666666666667,-0.5370175438596492,-0.5370175438596492,0
0.037500000000000006,-0.5467105263157895,-0.5467105263157895,0
0.03833333333333334,-0.5564035087719299,-0.5564035087719299,0
0.03916666666666667,-0.5660964912280702,-0.5660964912280702,0
0.04,-0.5757894736842105,-0.5757894736842105,0
0.04083333333333333,-0.5854824561403509,-0.5854824561403509,0
0.04166666666666667,-0.5951754385964912,-0.5951754385964912,0
0.0425,-0.6048684210526316,-0.6048684210526316,0
